"id","dept","crsnum","termcode","section","section_id","units","grade","repeat_code","repeat_fl","credittype","enrolled_status","grade_option","course_level","course_title","primary_instructor"
A0000001,CSE,101,FA24,B00,250010,4.0,B-,,,AC,EN,L,UD,Design and Analysis of Algorithms,"Muller, Ralf"
A0000001,POLI,5,WI25,C00,250011,4.0,B-,,,AC,EN,L,LD,Introduction to Political Science,"Huntington, Samuel"
A0000001,CHEM,6A,SP25,D00,250012,4.0,B,,,AC,EN,L,LD,General Chemistry I,"Mertens, Laura"
A0000001,COGS,14A,WI25,G00,250013,4.0,A,,,AC,EN,L,LD,"Cognitive Science: Learning, Memory, and Attention","Gershman, Samuel"
A0000001,COGS,1,WI25,I00,250014,4.0,A-,,,AC,EN,L,LD,Introduction to Cognitive Science,"Harnad, Stevan"
A0000001,BIMM,100,S124,F00,250015,4.0,A-,,,AC,EN,L,UD,Molecular Biology,"Edwards, Katherine"
A0000001,POLI,104A,S124,A00,250016,4.0,C,,,AC,EN,L,UD,Political Economy,"Acemoglu, Daron"
A0000001,MATH,20D,WI25,A00,250017,4.0,A-,,,AC,EN,L,LD,Introduction to Differential Equations,"Garnett, David"
A0000001,CSE,100,WI24,G00,250018,4.0,C,,,AC,EN,L,UD,Advanced Data Structures,"Pasquale, Frank"
A0000001,CSE,15L,SP24,D00,250019,2.0,A-,,,AC,EN,L,LD,Software Tools and Techniques Laboratory,"Ordóñez, Paulina"
A0000001,CHIN,10AN,FA23,C00,250198,4.0,A-,,,AC,EN,L,LD,Introduction to Cognitive Science,"Harnad, Stevan"
A0000002,POLI,104A,SP24,A00,250020,4.0,A,,,AC,EN,L,UD,Political Economy,"Acemoglu, Daron"
A0000002,MUS,5,WI24,C00,250021,4.0,C-,,,AC,EN,L,LD,Music: History and Culture,"Miller, Dana"
A0000002,BILD,1,S224,G00,250022,4.0,B-,,,AC,EN,L,LD,The Cell,"Day, Jonathan"
A0000002,MATH,109,SP24,G00,250023,4.0,B-,,,AC,EN,L,UD,Mathematical Reasoning,"Pach, János"
A0000002,COGS,108,S224,H00,250024,4.0,B+,,,AC,EN,L,UD,Neural Computation,"Sejnowski, Terrence"
A0000002,PSYC,172,SP25,I00,250025,4.0,B,,,AC,EN,L,UD,Psychology of Human Sexuality,"Dickenson, Janna Alene"
A0000002,ECON,3,S124,A00,250026,4.0,C-,,,AC,EN,L,LD,Principles of Macroeconomics,"Do, Quang"
A0000002,COMM,10,WI24,B00,250027,4.0,B-,,,AC,EN,L,LD,Introduction to Communication,"Katz, Elihu"
A0000002,PSYC,60,SP25,I00,250028,4.0,B-,,,AC,EN,L,LD,Developmental Psychology,"Casey, Brian"
A0000002,CSE,140L,S224,F00,250029,2.0,C+,,,AC,EN,L,UD,Digital Systems Laboratory,"Rosing, Tajana"
A0000003,CSE,120,SP25,F00,250030,4.0,A,,,AC,EN,L,UD,Principles of Computer Operating Systems,"Culler, David"
A0000003,CHEM,6A,WI25,B00,250031,4.0,B,,,AC,EN,L,LD,General Chemistry I,"Mertens, Laura"
A0000003,ECON,120A,SP24,E00,250032,4.0,P,,,AC,EN,P,UD,Econometrics A,"Santos, Felipe"
A0000003,MATH,18,FA24,D00,250033,4.0,A-,,,AC,EN,L,LD,Linear Algebra,"Benade, Guillaume"
A0000003,PSYC,60,S224,B00,250034,4.0,C-,,,AC,EN,L,LD,Developmental Psychology,"Casey, Brian"
A0000003,CSE,11,WI24,H00,250035,4.0,A,,,AC,EN,L,LD,Introduction to Programming,"Mirza, Diba"
A0000003,PHYS,2B,WI25,I00,250036,4.0,C,,,AC,EN,L,LD,Physics - Electricity and Magnetism,"Devereaux, Thomas"
A0000003,SOCI,1,S224,C00,250037,4.0,C+,,,AC,EN,L,LD,Introduction to Sociology,"Massey, Douglas"
A0000003,MATH,20C,WI25,I00,250038,4.0,B-,,,AC,EN,L,LD,Calculus and Analytic Geometry for Science and Engineering,"Cogan, Rod"
A0000003,LIGN,8,S224,I00,250039,4.0,A,,,AC,EN,L,LD,Languages and Cultures of America,"Zepeda, Ofelia"
A0000004,HIST,101,S124,A00,250040,4.0,A-,,,AC,EN,L,UD,The United States Since 1877,"Ngai, Mae"
A0000004,ECON,120A,S224,B00,250041,4.0,C-,,,AC,EN,L,UD,Econometrics A,"Santos, Felipe"
A0000004,MATH,109,FA23,E00,250042,4.0,B,,,AC,EN,L,UD,Mathematical Reasoning,"Pach, János"
A0000004,SOCI,109,WI24,D00,250043,4.0,B-,,,AC,EN,L,UD,Sociological Theory,"Wallerstein, Immanuel"
A0000004,VIS,60,SP24,J00,250044,4.0,B,,,AC,EN,L,LD,Studio: Fundamentals of 2D Art,"Jones, Kelsey"
A0000004,MATH,20D,S224,D00,250045,4.0,B,,,AC,EN,L,LD,Introduction to Differential Equations,"Garnett, David"
A0000004,CHEM,6B,WI24,G00,250046,4.0,C,,,AC,EN,L,LD,General Chemistry II,"Mertens, Laura"
A0000004,ECON,3,WI24,B00,250047,4.0,A-,,,AC,EN,L,LD,Principles of Macroeconomics,"Do, Quang"
A0000004,COGS,108,FA23,F00,250048,4.0,B-,,,AC,EN,L,UD,Neural Computation,"Sejnowski, Terrence"
A0000004,BIMM,100,FA24,H00,250049,4.0,B+,,,AC,EN,L,UD,Molecular Biology,"Edwards, Katherine"
A0000005,ENG,100D,WI24,I00,250050,4.0,A,,,AC,EN,L,UD,Literature in English: Modern,"Nussbaum, Felicity"
A0000005,CSE,30,WI24,B00,250051,4.0,C,,,AC,EN,L,LD,Computer Organization and Systems Programming,"Wang, Yiying"
A0000005,LIGN,101,S124,D00,250052,4.0,P,,,AC,EN,P,UD,Phonology,"Prince, Alan"
A0000005,COGS,108,S124,H00,250053,4.0,A,,,AC,EN,L,UD,Neural Computation,"Sejnowski, Terrence"
A0000005,COMM,101,SP24,G00,250054,4.0,B,,,AC,EN,L,UD,Communication Research Methods,"Rogers, Everett"
A0000005,CSE,110,WI24,C00,250055,4.0,D,,,AC,EN,L,UD,Software Engineering,"Voelker, Geoffrey"
A0000005,COMM,10,SP25,G00,250056,4.0,B+,,,AC,EN,L,LD,Introduction to Communication,"Katz, Elihu"
A0000005,ECON,3,S124,H00,250057,4.0,A-,,,AC,EN,L,LD,Principles of Macroeconomics,"Do, Quang"
A0000005,BILD,3,WI25,I00,250058,4.0,A-,,,AC,EN,L,LD,Organisms,"Day, Jonathan"
A0000005,VIS,60,S224,H00,250059,4.0,B-,,,AC,EN,L,LD,Studio: Fundamentals of 2D Art,"Jones, Kelsey"
A0000006,CSE,140L,FA23,J00,250060,2.0,B+,,,AC,EN,L,UD,Digital Systems Laboratory,"Rosing, Tajana"
A0000006,MATH,20D,S124,J00,250061,4.0,A-,,,AC,EN,L,LD,Introduction to Differential Equations,"Garnett, David"
A0000006,CHEM,6A,SP25,B00,250062,4.0,A,,,AC,EN,L,LD,General Chemistry I,"Mertens, Laura"
A0000006,MATH,109,S224,J00,250063,4.0,B+,,,AC,EN,L,UD,Mathematical Reasoning,"Pach, János"
A0000006,CSE,30,FA23,F00,250064,4.0,B,,,AC,EN,L,LD,Computer Organization and Systems Programming,"Wang, Yiying"
A0000006,HIST,4,S224,D00,250065,4.0,P,,,AC,EN,P,LD,Western Civilization: Ancient to Early Modern,"Sommer, Doris"
A0000006,SOCI,109,WI25,F00,250066,4.0,B-,,,AC,EN,L,UD,Sociological Theory,"Wallerstein, Immanuel"
A0000006,MUS,5,FA23,G00,250067,4.0,A-,,,AC,EN,L,LD,Music: History and Culture,"Miller, Dana"
A0000006,BILD,1,FA23,E00,250068,4.0,A,,,AC,EN,L,LD,The Cell,"Day, Jonathan"
A0000006,LIGN,8,WI25,B00,250069,4.0,B+,,,AC,EN,L,LD,Languages and Cultures of America,"Zepeda, Ofelia"
A0000007,CSE,11,WI24,I00,250070,4.0,B,,,AC,EN,L,LD,Introduction to Programming,"Mirza, Diba"
A0000007,PSYC,60,SP24,B00,250071,4.0,A-,,,AC,EN,L,LD,Developmental Psychology,"Casey, Brian"
A0000007,COGS,1,FA23,C00,250072,4.0,P,,,AC,EN,P,LD,Introduction to Cognitive Science,"Harnad, Stevan"
A0000007,POLI,104A,WI24,B00,250073,4.0,A-,,,AC,EN,L,UD,Political Economy,"Acemoglu, Daron"
A0000007,CSE,110,SP24,C00,250074,4.0,C+,,,AC,EN,L,UD,Software Engineering,"Voelker, Geoffrey"
A0000007,CSE,100,S124,J00,250075,4.0,A-,,,AC,EN,L,UD,Advanced Data Structures,"Pasquale, Frank"
A0000007,SOCI,109,S224,F00,250076,4.0,A-,,,AC,EN,L,UD,Sociological Theory,"Wallerstein, Immanuel"
A0000007,MATH,109,SP24,E00,250077,4.0,A-,,,AC,EN,L,UD,Mathematical Reasoning,"Pach, János"
A0000007,SOCI,1,SP25,E00,250078,4.0,B,,,AC,EN,L,LD,Introduction to Sociology,"Massey, Douglas"
A0000007,PHYS,2B,WI25,A00,250079,4.0,D,,,AC,EN,L,LD,Physics - Electricity and Magnetism,"Devereaux, Thomas"
A0000008,CSE,101,WI24,G00,250080,4.0,B,,,AC,EN,L,UD,Design and Analysis of Algorithms,"Muller, Ralf"
A0000008,COGS,14A,S124,E00,250081,4.0,A,,,AC,EN,L,LD,"Cognitive Science: Learning, Memory, and Attention","Gershman, Samuel"
A0000008,ECON,120A,FA24,A00,250082,4.0,B+,,,AC,EN,L,UD,Econometrics A,"Santos, Felipe"
A0000008,PHYS,4C,S224,D00,250083,4.0,D,,,AC,EN,L,LD,Physics - Mechanics,"Le, Hoang"
A0000008,CSE,15L,FA23,B00,250084,2.0,B-,,,AC,EN,L,LD,Software Tools and Techniques Laboratory,"Ordóñez, Paulina"
A0000008,CSE,11,SP25,I00,250085,4.0,B+,,,AC,EN,L,LD,Introduction to Programming,"Mirza, Diba"
A0000008,BILD,3,FA24,G00,250086,4.0,C-,,,AC,EN,L,LD,Organisms,"Day, Jonathan"
A0000008,CSE,140,WI24,C00,250087,4.0,,,,AC,,L,UD,Components and Design Techniques for Digital Systems,"Rosing, Tajana"
A0000008,COMM,10,FA23,D00,250088,4.0,P,,,AC,EN,P,LD,Introduction to Communication,"Katz, Elihu"
A0000008,PHYS,2B,SP24,C00,250089,4.0,C-,,,AC,EN,L,LD,Physics - Electricity and Magnetism,"Devereaux, Thomas"
A0000009,ECON,100A,S124,E00,250090,4.0,B+,,,AC,EN,L,UD,Microeconomics A,"Fang, Hanming"
A0000009,CSE,12,FA23,E00,250091,4.0,C-,,,AC,EN,L,LD,Basic Data Structures and Object-Oriented Design,"Porter, George"
A0000009,MATH,20C,S124,I00,250092,4.0,B+,,,AC,EN,L,LD,Calculus and Analytic Geometry for Science and Engineering,"Cogan, Rod"
A0000009,BILD,3,WI24,I00,250093,4.0,B+,,,AC,EN,L,LD,Organisms,"Day, Jonathan"
A0000009,COMM,101,SP25,A00,250094,4.0,B+,,,AC,EN,L,UD,Communication Research Methods,"Rogers, Everett"
A0000009,LIGN,8,SP24,E00,250095,4.0,A,,,AC,EN,L,LD,Languages and Cultures of America,"Zepeda, Ofelia"
A0000009,PHYS,2A,WI25,E00,250096,4.0,A-,,,AC,EN,L,LD,Physics - Mechanics,"Devereaux, Thomas"
A0000009,PHYS,4C,WI25,J00,250097,4.0,A,,,AC,EN,L,LD,Physics - Mechanics,"Le, Hoang"
A0000009,MATH,18,WI24,F00,250098,4.0,B+,,,AC,EN,L,LD,Linear Algebra,"Benade, Guillaume"
A0000009,CSE,110,FA24,I00,250099,4.0,B+,,,AC,EN,L,UD,Software Engineering,"Voelker, Geoffrey"
A0000010,CSE,120,FA24,I00,250100,4.0,D,,,AC,EN,L,UD,Principles of Computer Operating Systems,"Culler, David"
A0000010,ECON,1,SP25,G00,250101,4.0,A-,,,AC,EN,L,LD,Principles of Microeconomics,"Do, Quang"
A0000010,POLI,104A,FA24,E00,250102,4.0,B+,,,AC,EN,L,UD,Political Economy,"Acemoglu, Daron"
A0000010,MATH,20D,WI24,D00,250103,4.0,B,,,AC,EN,L,LD,Introduction to Differential Equations,"Garnett, David"
A0000010,PHYS,2B,S124,G00,250104,4.0,B+,,,AC,EN,L,LD,Physics - Electricity and Magnetism,"Devereaux, Thomas"
A0000010,CSE,15L,SP25,C00,250105,2.0,B-,,,AC,EN,L,LD,Software Tools and Techniques Laboratory,"Ordóñez, Paulina"
A0000010,ECON,120A,SP25,E00,250106,4.0,B-,,,AC,EN,L,UD,Econometrics A,"Santos, Felipe"
A0000010,CSE,11,S224,A00,250107,4.0,B+,,,AC,EN,L,LD,Introduction to Programming,"Mirza, Diba"
A0000010,SOCI,10,FA24,D00,250108,4.0,A-,,,AC,EN,L,LD,Social Change in the Modern World,"Carter, Prudence"
A0000010,SOCI,109,FA23,J00,250109,4.0,B+,,,AC,EN,L,UD,Sociological Theory,"Wallerstein, Immanuel"
A0000011,HIST,101,WI25,D00,250110,4.0,A-,,,AC,EN,L,UD,The United States Since 1877,"Ngai, Mae"
A0000011,COGS,108,SP25,A00,250111,4.0,A,,,AC,EN,L,UD,Neural Computation,"Sejnowski, Terrence"
A0000011,BILD,1,FA24,H00,250112,4.0,A-,,,AC,EN,L,LD,The Cell,"Day, Jonathan"
A0000011,PSYC,60,FA24,B00,250113,4.0,B-,,,AC,EN,L,LD,Developmental Psychology,"Casey, Brian"
A0000011,PSYC,1,SP24,J00,250114,4.0,B+,,,AC,EN,L,LD,Introduction to Psychology,"Gazzaniga, Michael"
A0000011,MUS,5,FA24,G00,250115,4.0,A-,,,AC,EN,L,LD,Music: History and Culture,"Miller, Dana"
A0000011,LIGN,101,S224,D00,250116,4.0,B,,,AC,EN,L,UD,Phonology,"Prince, Alan"
A0000011,MATH,109,FA23,A00,250117,4.0,A,,,AC,EN,L,UD,Mathematical Reasoning,"Pach, János"
A0000011,SOCI,1,SP25,B00,250118,4.0,C-,,,AC,EN,L,LD,Introduction to Sociology,"Massey, Douglas"
A0000011,PSYC,101,WI24,D00,250119,4.0,C+,,,AC,EN,L,UD,Research Methods in Psychology,"Wang, Yulia"
A0000012,MATH,20C,WI25,C00,250120,4.0,B,,,AC,EN,L,LD,Calculus and Analytic Geometry for Science and Engineering,"Cogan, Rod"
A0000012,VIS,60,FA24,H00,250121,4.0,C+,,,AC,EN,L,LD,Studio: Fundamentals of 2D Art,"Jones, Kelsey"
A0000012,SOCI,10,SP25,D00,250122,4.0,B+,,,AC,EN,L,LD,Social Change in the Modern World,"Carter, Prudence"
A0000012,PSYC,60,S224,E00,250123,4.0,C,,,AC,EN,L,LD,Developmental Psychology,"Casey, Brian"
A0000012,CSE,30,SP25,I00,250124,4.0,C+,,,AC,EN,L,LD,Computer Organization and Systems Programming,"Wang, Yiying"
A0000012,POLI,5,SP25,D00,250125,4.0,B,,,AC,EN,L,LD,Introduction to Political Science,"Huntington, Samuel"
A0000012,PHYS,2A,S224,B00,250126,4.0,A-,,,AC,EN,L,LD,Physics - Mechanics,"Devereaux, Thomas"
A0000012,CSE,120,FA24,D00,250127,4.0,C+,,,AC,EN,L,UD,Principles of Computer Operating Systems,"Culler, David"
A0000012,ENG,100D,S224,F00,250128,4.0,A-,,,AC,EN,L,UD,Literature in English: Modern,"Nussbaum, Felicity"
A0000012,CSE,140,WI25,B00,250129,4.0,C-,,,AC,EN,L,UD,Components and Design Techniques for Digital Systems,"Rosing, Tajana"
A0000013,CSE,140,SP24,F00,250130,4.0,B,,,AC,EN,L,UD,Components and Design Techniques for Digital Systems,"Rosing, Tajana"
A0000013,CSE,140L,S124,G00,250131,2.0,A-,,,AC,EN,L,UD,Digital Systems Laboratory,"Rosing, Tajana"
A0000013,MATH,142A,FA23,G00,250132,4.0,C,,,AC,EN,L,UD,Introduction to Analysis I,"Sarnak, Peter"
A0000013,ECON,1,WI25,I00,250133,4.0,B,,,AC,EN,L,LD,Principles of Microeconomics,"Do, Quang"
A0000013,VIS,60,S124,D00,250134,4.0,C,,,AC,EN,L,LD,Studio: Fundamentals of 2D Art,"Jones, Kelsey"
A0000013,COMM,10,WI25,E00,250135,4.0,B,,,AC,EN,L,LD,Introduction to Communication,"Katz, Elihu"
A0000013,MATH,109,SP25,A00,250136,4.0,B+,,,AC,EN,L,UD,Mathematical Reasoning,"Pach, János"
A0000013,CSE,100,FA23,G00,250137,4.0,B+,,,AC,EN,L,UD,Advanced Data Structures,"Pasquale, Frank"
A0000013,ECON,100A,SP25,H00,250138,4.0,C+,,,AC,EN,L,UD,Microeconomics A,"Fang, Hanming"
A0000013,COGS,108,S224,J00,250139,4.0,P,,,AC,EN,P,UD,Neural Computation,"Sejnowski, Terrence"
A0000014,SOCI,109,WI24,B00,250140,4.0,A-,,,AC,EN,L,UD,Sociological Theory,"Wallerstein, Immanuel"
A0000014,CSE,12,S124,I00,250141,4.0,B,,,AC,EN,L,LD,Basic Data Structures and Object-Oriented Design,"Porter, George"
A0000014,ECON,3,FA23,F00,250142,4.0,A,,,AC,EN,L,LD,Principles of Macroeconomics,"Do, Quang"
A0000014,HIST,4,S124,B00,250143,4.0,A-,,,AC,EN,L,LD,Western Civilization: Ancient to Early Modern,"Sommer, Doris"
A0000014,POLI,104A,WI24,A00,250144,4.0,C+,,,AC,EN,L,UD,Political Economy,"Acemoglu, Daron"
A0000014,LIGN,8,SP24,D00,250145,4.0,C+,,,AC,EN,L,LD,Languages and Cultures of America,"Zepeda, Ofelia"
A0000014,COMM,10,WI25,A00,250146,4.0,A-,,,AC,EN,L,LD,Introduction to Communication,"Katz, Elihu"
A0000014,CSE,101,S124,D00,250147,4.0,B-,,,AC,EN,L,UD,Design and Analysis of Algorithms,"Muller, Ralf"
A0000014,COGS,108,WI25,B00,250148,4.0,A,,,AC,EN,L,UD,Neural Computation,"Sejnowski, Terrence"
A0000014,ECON,120A,WI25,D00,250149,4.0,B,,,AC,EN,L,UD,Econometrics A,"Santos, Felipe"
A0000015,PSYC,60,FA23,E00,250150,4.0,A,,,AC,EN,L,LD,Developmental Psychology,"Casey, Brian"
A0000015,VIS,60,FA23,J00,250151,4.0,C,,,AC,EN,L,LD,Studio: Fundamentals of 2D Art,"Jones, Kelsey"
A0000015,PHYS,2B,SP24,J00,250152,4.0,C,,,AC,EN,L,LD,Physics - Electricity and Magnetism,"Devereaux, Thomas"
A0000015,BIMM,100,FA24,F00,250153,4.0,C,,,AC,EN,L,UD,Molecular Biology,"Edwards, Katherine"
A0000015,MATH,18,SP25,F00,250154,4.0,B,,,AC,EN,L,LD,Linear Algebra,"Benade, Guillaume"
A0000015,HIST,101,S124,F00,250155,4.0,A,,,AC,EN,L,UD,The United States Since 1877,"Ngai, Mae"
A0000015,COMM,10,FA24,G00,250156,4.0,A,,,AC,EN,L,LD,Introduction to Communication,"Katz, Elihu"
A0000015,CSE,120,FA23,B00,250157,4.0,C,,,AC,EN,L,UD,Principles of Computer Operating Systems,"Culler, David"
A0000015,MUS,5,FA24,F00,250158,4.0,B+,,,AC,EN,L,LD,Music: History and Culture,"Miller, Dana"
A0000015,CHEM,6B,FA24,H00,250159,4.0,B-,,,AC,EN,L,LD,General Chemistry II,"Mertens, Laura"
A0000016,MUS,5,S124,F00,250160,4.0,B-,,,AC,EN,L,LD,Music: History and Culture,"Miller, Dana"
A0000016,CSE,140L,WI25,F00,250161,2.0,A,,,AC,EN,L,UD,Digital Systems Laboratory,"Rosing, Tajana"
A0000016,ECON,120A,S224,D00,250162,4.0,A-,,,AC,EN,L,UD,Econometrics A,"Santos, Felipe"
A0000016,MATH,20C,SP24,E00,250163,4.0,B+,,,AC,EN,L,LD,Calculus and Analytic Geometry for Science and Engineering,"Cogan, Rod"
A0000016,SOCI,10,WI24,J00,250164,4.0,B+,,,AC,EN,L,LD,Social Change in the Modern World,"Carter, Prudence"
A0000016,COGS,108,SP25,E00,250165,4.0,C+,,,AC,EN,L,UD,Neural Computation,"Sejnowski, Terrence"
A0000016,PHYS,4C,SP24,I00,250166,4.0,B,,,AC,EN,L,LD,Physics - Mechanics,"Le, Hoang"
A0000016,COGS,1,S124,B00,250167,4.0,P,,,AC,EN,P,LD,Introduction to Cognitive Science,"Harnad, Stevan"
A0000016,SOCI,109,WI25,G00,250168,4.0,A-,,,AC,EN,L,UD,Sociological Theory,"Wallerstein, Immanuel"
A0000016,PSYC,101,S224,D00,250169,4.0,B,,,AC,EN,L,UD,Research Methods in Psychology,"Wang, Yulia"
A0000017,VIS,60,S124,D00,250170,4.0,A-,,,AC,EN,L,LD,Studio: Fundamentals of 2D Art,"Jones, Kelsey"
A0000017,PSYC,101,WI24,D00,250171,4.0,A,,,AC,EN,L,UD,Research Methods in Psychology,"Wang, Yulia"
A0000017,COGS,108,FA24,I00,250172,4.0,A-,,,AC,EN,L,UD,Neural Computation,"Sejnowski, Terrence"
A0000017,MUS,5,SP24,C00,250173,4.0,P,,,AC,EN,P,LD,Music: History and Culture,"Miller, Dana"
A0000017,PSYC,172,S224,H00,250174,4.0,A-,,,AC,EN,L,UD,Psychology of Human Sexuality,"Dickenson, Janna Alene"
A0000017,PSYC,1,SP24,J00,250175,4.0,A-,,,AC,EN,L,LD,Introduction to Psychology,"Gazzaniga, Michael"
A0000017,CSE,12,SP25,I00,250176,4.0,,,,AC,,L,LD,Basic Data Structures and Object-Oriented Design,"Porter, George"
A0000017,CSE,101,S224,B00,250177,4.0,B-,,,AC,EN,L,UD,Design and Analysis of Algorithms,"Muller, Ralf"
A0000017,CHEM,6A,SP24,E00,250178,4.0,C,,,AC,EN,L,LD,General Chemistry I,"Mertens, Laura"
A0000017,MATH,142A,S124,C00,250179,4.0,A-,,,AC,EN,L,UD,Introduction to Analysis I,"Sarnak, Peter"
A0000018,CHEM,6B,FA24,H00,250180,4.0,P,,,AC,EN,P,LD,General Chemistry II,"Mertens, Laura"
A0000018,CSE,11,WI24,B00,250181,4.0,A,,,AC,EN,L,LD,Introduction to Programming,"Mirza, Diba"
A0000018,MUS,5,WI25,B00,250182,4.0,B+,,,AC,EN,L,LD,Music: History and Culture,"Miller, Dana"
A0000018,SOCI,109,S124,A00,250183,4.0,B,,,AC,EN,L,UD,Sociological Theory,"Wallerstein, Immanuel"
A0000018,CSE,140,WI25,J00,250184,4.0,A,,,AC,EN,L,UD,Components and Design Techniques for Digital Systems,"Rosing, Tajana"
A0000018,PHYS,4C,S224,B00,250185,4.0,P,,,AC,EN,P,LD,Physics - Mechanics,"Le, Hoang"
A0000018,CSE,15L,S124,B00,250186,2.0,P,,,AC,EN,L,LD,Software Tools and Techniques Laboratory,"Ordóñez, Paulina"
A0000018,CSE,30,S124,G00,250187,4.0,B,,,AC,EN,L,LD,Computer Organization and Systems Programming,"Wang, Yiying"
A0000018,POLI,5,WI24,J00,250188,4.0,B-,,,AC,EN,L,LD,Introduction to Political Science,"Huntington, Samuel"
A0000018,CHEM,6A,FA23,I00,250189,4.0,A-,,,AC,EN,L,LD,General Chemistry I,"Mertens, Laura"
A0000019,ECON,1,S224,J00,250190,4.0,B+,,,AC,EN,L,LD,Principles of Microeconomics,"Do, Quang"
A0000019,PSYC,1,FA24,A00,250191,4.0,B,,,AC,EN,L,LD,Introduction to Psychology,"Gazzaniga, Michael"
A0000019,COMM,10,SP25,E00,250192,4.0,A-,,,AC,EN,L,LD,Introduction to Communication,"Katz, Elihu"
A0000019,CHEM,6B,WI24,H00,250193,4.0,C+,,,AC,EN,L,LD,General Chemistry II,"Mertens, Laura"
A0000019,HIST,4,WI24,D00,250194,4.0,A,,,AC,EN,L,LD,Western Civilization: Ancient to Early Modern,"Sommer, Doris"
A0000019,ECON,120A,FA24,J00,250195,4.0,P,,,AC,EN,P,UD,Econometrics A,"Santos, Felipe"
A0000019,ENG,100D,WI24,D00,250196,4.0,B-,,,AC,EN,L,UD,Literature in English: Modern,"Nussbaum, Felicity"
A0000019,POLI,104A,WI24,I00,250197,4.0,B+,,,AC,EN,L,UD,Political Economy,"Acemoglu, Daron"
A0000019,COGS,1,FA23,C00,250198,4.0,A-,,,AC,EN,L,LD,Introduction to Cognitive Science,"Harnad, Stevan"
A0000019,CSE,30,FA23,C00,250199,4.0,D,,,AC,EN,L,LD,Computer Organization and Systems Programming,"Wang, Yiying"
A0000019,CHIN,10AN,FA23,C00,250198,4.0,A-,,,AC,EN,L,LD,Introduction to Cognitive Science,"Harnad, Stevan"
A0000020,CSE,100,FA24,J00,250200,4.0,A,,,AC,EN,L,UD,Advanced Data Structures,"Pasquale, Frank"
A0000020,CSE,30,FA24,A00,250201,4.0,B,,,AC,EN,L,LD,Computer Organization and Systems Programming,"Wang, Yiying"
A0000020,MATH,18,SP25,E00,250202,4.0,P,,,AC,EN,L,LD,Linear Algebra,"Benade, Guillaume"
A0000020,CHEM,6B,S224,C00,250203,4.0,B,,,AC,EN,L,LD,General Chemistry II,"Mertens, Laura"
A0000020,HIST,101,S124,H00,250204,4.0,B,,,AC,EN,L,UD,The United States Since 1877,"Ngai, Mae"
A0000020,POLI,104A,FA23,C00,250205,4.0,P,,,AC,EN,P,UD,Political Economy,"Acemoglu, Daron"
A0000020,CHEM,6A,FA23,G00,250206,4.0,P,,,AC,EN,L,LD,General Chemistry I,"Mertens, Laura"
A0000020,PSYC,1,S124,H00,250207,4.0,B-,,,AC,EN,L,LD,Introduction to Psychology,"Gazzaniga, Michael"
A0000020,CSE,120,SP24,H00,250208,4.0,P,,,AC,EN,P,UD,Principles of Computer Operating Systems,"Culler, David"
A0000020,PSYC,60,SP24,F00,250209,4.0,B+,,,AC,EN,L,LD,Developmental Psychology,"Casey, Brian"
